amount,browser,channel,customer_age,date,fraud,ip,isp,latitude,loginTime,longitude,lut_first_paid_date,lut_last_paid_date,minute_of_day,onceoff_vs_beneficiary,os,paymentType,region,rtc_indicator,to_acc_volume,to_bank,txn_timestamp,uuid,transactor_id
105.0,HeadlessChrome_Some(77),channel_B,30.0,2021-03-26,0.0,52.215.167.144,Amazoncom,53.3382,2021-03-26T13:00:33.000Z,-6.2591,,,789.0,O,Linux_None,A,outside_ZA,0,5139.0,StandardBank,2021-03-26T13:01:09.000Z,,15493416.0
300.0,Opera_Some(58),channel_B,75.0,2019-04-07,0.0,41.246.25.71,TelkomInternet,-29.6177,2019-04-07T13:42:54.000Z,30.3835,2018-11-22T16:29:46.000Z,2019-02-24T07:43:15.000Z,514.0,B,Windows_Some(10),A,ZA_KZN,0,4.0,NedbankLimited,2019-04-07T13:44:34.000Z,,4544088.0
3500.0,IE_Some(11),channel_B,57.0,2021-08-27,0.0,102.66.156.74,HeroTel,-31.899,2021-08-27T08:27:28.000Z,26.8799,,,378.0,O,Windows_Some(7),A,ZA_EC,0,0.0,NedbankLimited,2021-08-27T08:30:18.000Z,,6138731.0
83.0,Chrome_Some(76),channel_B,69.0,2019-08-30,0.0,192.143.81.124,airmobilecoza,-26.3811,2019-08-30T09:19:42.000Z,27.8376,,,969.0,B,Windows_Some(10),R,ZA_GP,0,243431.0,NedbankLimited,2019-08-30T09:28:09.000Z,,5165760.0
5851.89,Chrome_Some(94),channel_B,0.0,2021-10-08,0.0,41.114.109.92,MTNBusinessSolutions,-25.7599,2021-10-08T06:18:50.000Z,28.2604,2021-03-18T08:32:28.000Z,2021-09-08T09:34:00.000Z,193.0,B,Windows_Some(7),F,ZA_GP,0,7.0,FNBRMB,2021-10-08T06:27:13.000Z,,7560894.0
360.0,,channel_B,81.0,2020-04-27,0.0,,,,,,2019-09-27T07:26:59.000Z,2020-03-25T09:39:19.000Z,750.0,B,,F,,0,12.0,FNBRMB,2020-04-27T12:36:30.000Z,,987597.0
8200.0,Safari_Some(13),channel_B,60.0,2020-03-25,0.0,197.89.46.229,OPTINET,-34.0486,2020-03-25T13:36:17.000Z,18.4811,2019-12-30T08:06:51.000Z,2020-02-12T13:31:17.000Z,227.0,O,Mac_OS_X_Some(10),A,ZA_WC,0,17979.0,ABSABank,2020-03-25T13:39:47.000Z,,12155025.0
350.0,Chrome_Some(74),channel_B,47.0,2019-05-27,0.0,165.255.91.146,AxxessNetworks,-29.8556,2019-05-27T11:42:41.000Z,31.0449,,,549.0,B,Windows_Some(10),F,ZA_KZN,0,57.0,FNBRMB,2019-05-27T11:45:09.000Z,,6495209.0
2635.5,Edge_Some(92),channel_B,0.0,2021-08-26,0.0,154.117.171.194,BITCO,-25.7599,2021-08-26T20:40:20.000Z,28.2604,2021-01-26T07:06:32.000Z,2021-08-25T11:34:15.000Z,1054.0,O,Windows_Some(10),F,ZA_GP,0,375.0,FNBRMB,2021-08-26T20:41:34.000Z,,25199556.0
4600.0,,channel_B,29.0,2020-01-17,0.0,,,,,,,,144.0,B,,F,,0,2.0,FNBRMB,2020-01-17T09:14:24.000Z,,15393489.0
3798.0,,channel_B,0.0,2021-10-26,0.0,,,,,,2021-09-10T09:58:32.000Z,2021-09-22T12:00:58.000Z,512.0,B,,A,,0,35.0,,2021-10-26T08:56:32.000Z,,11514555.0
8120.0,Safari_Some(14),channel_B,,2021-10-06,0.0,102.141.155.183,Level7InternetPTYLTD,-25.7599,2021-10-06T13:38:23.000Z,28.2604,2021-09-11T09:39:40.000Z,2021-09-21T04:32:38.000Z,1206.0,O,Mac_OS_X_Some(10),F,ZA_GP,0,76.0,FNBRMB,2021-10-06T13:56:06.000Z,,1108926644.0
300.0,,channel_B,69.0,2020-05-18,0.0,,,,,,,,1144.0,O,,A,,0,0.0,,2020-05-18T11:07:04.000Z,,3573153.0
800.0,Chrome_Some(94),channel_B,54.0,2021-09-28,0.0,154.127.115.94,BITCO,-26.0994,2021-09-28T07:23:17.000Z,27.9816,2021-03-27T06:11:50.000Z,2021-09-01T17:19:51.000Z,889.0,B,Windows_Some(10),R,ZA_GP,0,215661.0,StandardBank,2021-09-28T07:26:49.000Z,,1097728.0
1000.0,Edge_Some(12),channel_B,65.0,2020-02-24,1.0,41.115.51.15,MTNBusinessSolutions,-29.8556,2020-02-24T15:34:49.000Z,31.0449,,,331.0,B,Windows_Some(10),F,ZA_KZN,0,0.0,FNBRMB,2020-02-24T15:41:31.000Z,,2524727.0
2000.0,IE_Some(11),channel_B,48.0,2019-02-01,0.0,165.144.132.29,TelkomInternet,-29.0,2019-02-01T13:06:40.000Z,24.0,,,152.0,B,Windows_Some(7),F,ZA_null,0,0.0,FNBRMB,2019-02-01T13:14:32.000Z,,6552252.0
2370.0,Chrome_Some(93),channel_B,83.0,2021-09-21,0.0,41.157.115.232,CellC,-25.7599,2021-09-21T12:19:33.000Z,28.2604,2021-08-06T09:42:41.000Z,2021-08-06T09:42:41.000Z,296.0,O,Windows_Some(10),F,ZA_GP,0,913.0,FNBRMB,2021-09-21T12:28:56.000Z,,5734142.0
2000.0,Chrome_Some(65),channel_B,60.0,2018-04-16,0.0,196.250.221.143,HeroTel,-29.1252,2018-04-16T08:23:39.000Z,26.163,2017-09-21T19:11:19.000Z,2018-04-04T13:38:33.000Z,380.0,B,Windows_Some(10),A,ZA_FS,0,42416.0,NedbankLimited,2018-04-16T08:30:20.000Z,,4087972.0
500.0,Edge_Some(88),channel_B,84.0,2021-02-01,0.0,105.226.164.55,TelkomInternet,-29.8556,2021-02-01T10:54:06.000Z,31.0449,2020-07-30T11:39:54.000Z,2020-12-18T14:02:30.000Z,505.0,B,Windows_Some(10),F,ZA_KZN,0,56.0,FNBRMB,2021-02-01T10:56:25.000Z,,1244782.0
1000.0,Chrome_Some(66),channel_B,78.0,2018-05-27,0.0,105.225.239.251,TelkomInternet,-29.9056,2018-05-27T09:41:48.000Z,30.9405,2017-10-31T19:45:21.000Z,2018-05-02T08:31:03.000Z,482.0,B,Windows_Some(7),F,ZA_KZN,0,165.0,FNBRMB,2018-05-27T09:44:02.000Z,,5961002.0
5600.0,Chrome_Some(88),channel_B,82.0,2021-02-25,0.0,102.39.223.112,VoxTelecom,-26.3811,2021-02-25T06:35:35.000Z,27.8376,2020-07-30T06:07:34.000Z,2021-01-30T06:08:36.000Z,766.0,B,Windows_Some(10),A,ZA_GP,0,3087.0,ABSABank,2021-02-25T06:36:46.000Z,,108363.0
1504.0,Chrome_Some(90),channel_B,66.0,2021-05-02,0.0,105.186.219.154,TelkomInternet,-25.8775,2021-05-02T06:43:55.000Z,28.168,2020-11-02T13:41:09.000Z,2021-04-01T11:38:06.000Z,419.0,B,Windows_Some(10),R,ZA_GP,0,27608.0,Undefined,2021-05-02T06:54:59.000Z,,4044086.0
2857.4,IE_Some(11),channel_B,51.0,2018-01-29,0.0,41.115.125.36,MTNBusinessSolutions,-29.8556,2018-01-29T14:16:25.000Z,31.0449,,,1254.0,O,Windows_Some(10),A,ZA_KZN,0,12.0,StandardBank,2018-01-29T14:20:54.000Z,,4730278.0
10242.86,Chrome_Some(88),channel_B,60.0,2021-02-25,0.0,197.90.253.30,MWEB,-26.3811,2021-02-25T09:41:51.000Z,27.8376,2020-09-25T12:43:10.000Z,2021-01-25T17:37:08.000Z,955.0,B,Windows_Some(10),A,ZA_GP,0,5.0,ABSABank,2021-02-25T09:51:55.000Z,,1368802.0
450.0,Safari_Some(12),channel_B,84.0,2019-02-28,0.0,197.245.66.186,VoxTelecom,-26.3811,2019-02-28T06:54:15.000Z,27.8376,2018-07-29T13:10:58.000Z,2019-01-30T11:54:08.000Z,781.0,B,Mac_OS_X_Some(10),F,ZA_GP,0,22.0,FNBRMB,2019-02-28T07:01:01.000Z,,1054372.0
8100.0,,channel_B,85.0,2020-08-11,1.0,,,,,,,,983.0,B,,F,,0,0.0,FNBRMB,2020-08-11T13:04:23.000Z,,996239.0
3000.0,Chrome_Some(65),channel_B,74.0,2018-05-02,0.0,197.228.60.254,TelkomInternet,-29.0,2018-05-02T08:26:47.000Z,24.0,,,1045.0,O,Windows_Some(10),F,ZA_null,0,104.0,FNBRMB,2018-05-02T08:41:25.000Z,,236662.0
68400.0,Firefox_Some(76),channel_B,0.0,2020-05-30,0.0,154.0.15.88,Coolideas,-26.3811,2020-05-30T05:41:31.000Z,27.8376,,,634.0,B,Windows_Some(7),F,ZA_GP,0,46.0,FNBRMB,2020-05-30T05:46:34.000Z,,23889536.0
4950.0,Chrome_Some(88),channel_B,0.0,2021-01-30,0.0,165.49.64.41,wirulink,-26.3811,2021-01-30T09:57:25.000Z,27.8376,2020-06-30T15:41:56.000Z,2020-12-11T16:17:18.000Z,153.0,B,Windows_Some(10),A,ZA_GP,0,22.0,CapitecBank,2021-01-30T10:02:33.000Z,,24075447.0
2400.0,,channel_B,0.0,2019-02-01,0.0,,,,,,,,1126.0,B,,F,,0,3.0,FNBRMB,2019-02-01T13:06:46.000Z,,6475888.0
24000.0,Chrome_Some(92),channel_B,,2021-09-01,0.0,102.222.114.114,WiredTech,-25.15,2021-09-01T03:11:43.000Z,29.3833,2021-05-01T12:26:22.000Z,2021-08-04T06:32:15.000Z,233.0,B,Windows_Some(10),F,ZA_MP,0,12.0,FNBRMB,2021-09-01T03:15:53.000Z,,1085689344.0
2904.0,Chrome_Some(86),channel_B,67.0,2020-11-30,0.0,41.13.104.125,Vodacom,-25.7599,2020-11-30T12:08:51.000Z,28.2604,2020-04-30T08:08:15.000Z,2020-10-30T05:33:05.000Z,678.0,B,Windows_Some(10),R,ZA_GP,0,162643.0,Undefined,2020-11-30T12:11:18.000Z,,2277853.0
200.0,HeadlessChrome_Some(66),channel_B,33.0,2019-04-28,0.0,105.22.33.2,Seacom,-25.8677,2019-04-28T00:56:07.000Z,29.2319,2018-11-12T11:14:06.000Z,2019-04-12T06:27:00.000Z,668.0,O,Windows_Some(8),F,ZA_MP,0,223743.0,FNBRMB,2019-04-28T00:59:08.000Z,,21612493.0
500.0,Chrome_Some(85),channel_B,66.0,2020-11-01,0.0,160.119.37.171,TRUSC,-33.1012,2020-11-01T10:56:28.000Z,18.029,2020-04-03T06:22:22.000Z,2020-08-31T17:51:55.000Z,566.0,B,Windows_Some(7),F,ZA_WC,0,22.0,FNBRMB,2020-11-01T10:57:26.000Z,,4051450.0
2000.0,Chrome_Some(74),channel_B,64.0,2019-05-21,0.0,165.255.106.99,AxxessNetworks,-29.9056,2019-05-21T06:58:17.000Z,30.9405,2019-03-08T09:09:58.000Z,2019-03-08T09:09:58.000Z,848.0,O,Windows_Some(10),A,ZA_KZN,0,7.0,CapitecBank,2019-05-21T07:02:08.000Z,,4868612.0
656.08,IE_Some(11),channel_B,86.0,2019-03-01,0.0,45.221.88.173,ClearAccess,-25.7599,2019-03-01T06:14:04.000Z,28.2604,2018-09-12T08:51:41.000Z,2019-02-15T12:48:03.000Z,968.0,B,Windows_Some(10),R,ZA_GP,0,17178.0,Undefined,2019-03-01T06:16:08.000Z,,2648946.0
354.08,Chrome_Some(74),channel_B,77.0,2019-06-19,0.0,73.85.202.169,ComcastCable,25.9562,2019-06-19T15:00:08.000Z,-80.1828,2019-01-23T09:49:20.000Z,2019-04-05T15:52:34.000Z,928.0,B,Windows_Some(10),R,outside_ZA,0,477981.0,StandardBank,2019-06-19T15:03:28.000Z,,2809669.0
1000.0,Chrome_Some(66),channel_B,60.0,2018-04-20,0.0,41.13.44.51,Vodacom,-27.9801,2018-04-20T08:12:09.000Z,26.729,2017-09-22T12:10:46.000Z,2018-04-16T03:19:05.000Z,905.0,B,Windows_Some(10),F,ZA_FS,0,65.0,FNBRMB,2018-04-20T08:15:05.000Z,,1368802.0
390.0,Chrome_Some(83),channel_B,50.0,2020-06-03,0.0,165.0.10.94,RSAWEB,-34.0486,2020-06-03T07:34:42.000Z,18.4811,2019-11-21T16:58:17.000Z,2020-03-01T12:59:46.000Z,58.0,B,Windows_Some(10),F,ZA_WC,0,6.0,FNBRMB,2020-06-03T07:36:58.000Z,,570797.0
517.32,Chrome_Some(76),channel_B,75.0,2019-09-23,0.0,105.225.19.112,TelkomInternet,-33.0354,2019-09-23T09:59:45.000Z,27.9159,2019-03-23T09:17:46.000Z,2019-08-22T07:36:32.000Z,765.0,B,Windows_Some(7),R,ZA_EC,0,20903.0,StandardBank,2019-09-23T10:12:45.000Z,,235469.0
10.0,Chrome_Some(77),channel_B,29.0,2021-06-24,0.0,54.246.254.222,Amazoncom,53.3382,2021-06-24T16:03:20.000Z,-6.2591,2021-01-16T17:04:57.000Z,2021-06-23T13:10:06.000Z,428.0,O,Windows_Some(10),A,outside_ZA,0,554750.0,StandardBank,2021-06-24T16:07:08.000Z,,25607708.0
30.0,,channel_B,29.0,2021-09-22,0.0,,,,,,2021-07-16T22:55:25.000Z,2021-09-20T02:53:22.000Z,483.0,O,,F,,0,219103.0,FNBRMB,2021-09-22T15:44:03.000Z,,25607708.0
350.0,Chrome_Some(37),channel_B,31.0,2020-11-22,0.0,34.250.56.75,Amazoncom,53.3382,2020-11-22T13:46:54.000Z,-6.2591,2020-07-29T16:02:23.000Z,2020-11-21T18:02:51.000Z,704.0,O,Windows_Some(7),A,outside_ZA,0,48156.0,StandardBank,2020-11-22T13:47:44.000Z,,7969238.0
180.0,,channel_B,87.0,2020-08-31,0.0,,,,,,2020-03-30T05:54:09.000Z,2020-08-06T06:33:16.000Z,414.0,B,,F,,0,18.0,FNBRMB,2020-08-31T09:18:54.000Z,,3610817.0
1000.0,,channel_B,56.0,2020-05-27,0.0,,,,,,2019-11-27T04:50:42.000Z,2020-04-24T08:15:27.000Z,1125.0,B,,A,,0,6.0,,2020-05-27T13:54:45.000Z,,2527266.0
3298.0,Chrome_Some(88),channel_B,37.0,2021-02-28,0.0,197.98.201.93,InternetSolutions,-26.3811,2021-02-28T21:19:32.000Z,27.8376,2020-07-31T20:58:33.000Z,2021-01-30T20:47:39.000Z,696.0,B,Windows_Some(7),A,ZA_GP,0,35.0,ABSABank,2021-02-28T21:23:36.000Z,,6733805.0
350.0,Chrome_Some(37),channel_B,37.0,2021-07-02,0.0,92.240.200.127,M247Ltd,-29.0,2021-07-02T19:51:52.000Z,24.0,2021-02-01T19:36:26.000Z,2021-06-28T16:34:24.000Z,992.0,O,Windows_Some(7),A,ZA_null,0,13026.0,ABSABank,2021-07-02T19:52:32.000Z,,12337082.0
900.0,,channel_B,0.0,2020-09-08,0.0,,,,,,2020-06-08T08:04:04.000Z,2020-08-04T17:01:47.000Z,364.0,O,,A,,0,6.0,,2020-09-08T08:30:04.000Z,,15782943.0
100.0,,channel_B,35.0,2020-07-26,0.0,,,,,,,,1009.0,O,,A,,0,241836.0,StandardBank,2020-07-26T16:16:49.000Z,,7548269.0
8750.0,Firefox_Some(58),channel_B,36.0,2018-02-24,0.0,197.101.89.252,InternetSolutions,-34.0486,2018-02-24T08:07:59.000Z,18.4811,2017-07-27T08:20:45.000Z,2018-01-27T08:07:18.000Z,576.0,O,Mac_OS_X_Some(10),F,ZA_WC,0,10.0,FNBRMB,2018-02-24T08:09:36.000Z,,6563849.0
4000.0,Edge_Some(16),channel_B,0.0,2018-02-21,0.0,105.184.216.74,TelkomInternet,-26.866,2018-02-21T14:36:49.000Z,26.6644,2017-08-22T14:25:27.000Z,2017-11-25T14:32:53.000Z,894.0,B,Windows_Some(10),A,ZA_NW,0,5.0,CapitecBank,2018-02-21T14:38:54.000Z,,8893045.0
2625.0,Chrome_Some(64),channel_B,83.0,2018-02-10,0.0,41.13.134.61,Vodacom,-29.9056,2018-02-10T09:26:42.000Z,30.9405,2017-08-26T09:34:10.000Z,2017-12-01T07:57:02.000Z,1316.0,B,Windows_Some(7),A,ZA_KZN,0,11.0,StandardBank,2018-02-10T09:33:56.000Z,,659706.0
3000.0,Chrome_Some(75),channel_B,0.0,2019-08-29,0.0,196.34.18.134,InternetSolutions,-33.8341,2019-08-29T10:48:09.000Z,24.8868,2019-02-18T08:51:32.000Z,2019-07-27T09:10:05.000Z,117.0,B,Windows_Some(8),F,ZA_EC,0,14.0,FNBRMB,2019-08-29T10:49:57.000Z,,8710744.0
15.0,Chrome_Some(77),channel_B,20.0,2021-03-18,0.0,99.81.96.137,Amazoncom,53.3382,2021-03-18T12:51:44.000Z,-6.2591,,,256.0,O,Windows_Some(10),A,outside_ZA,0,16344.0,NedbankLimited,2021-03-18T12:52:16.000Z,,8384606.0
5960.6,Chrome_Some(92),channel_B,80.0,2021-08-29,0.0,196.22.235.25,VoxTelecom,-26.3811,2021-08-29T17:16:07.000Z,27.8376,,,578.0,O,Windows_Some(10),F,ZA_GP,0,15.0,FNBRMB,2021-08-29T17:21:38.000Z,,7675746.0
100.0,,channel_B,69.0,2021-10-24,0.0,,,,,,2021-07-04T06:42:42.000Z,2021-10-20T10:00:48.000Z,173.0,O,,A,,0,44891.0,,2021-10-24T19:38:53.000Z,,3061897.0
1000.0,Chrome_Some(70),channel_B,62.0,2018-11-17,0.0,105.228.227.2,TelkomInternet,-29.9056,2018-11-17T05:54:51.000Z,30.9405,2018-05-31T06:28:10.000Z,2018-11-16T04:25:48.000Z,1265.0,B,Windows_Some(7),A,ZA_KZN,1,19.0,NedbankLimited,2018-11-17T05:57:05.000Z,,80356.0
21550.0,Firefox_Some(61),channel_B,0.0,2018-08-28,0.0,196.41.193.85,VoxTelecom,-25.8775,2018-08-28T08:21:26.000Z,28.168,2018-06-28T13:27:10.000Z,2018-08-26T16:36:14.000Z,1360.0,B,Mac_OS_X_Some(10),F,ZA_GP,0,41.0,FNBRMB,2018-08-28T08:22:40.000Z,,21900796.0
5000.0,,channel_B,55.0,2020-03-07,1.0,,,,,,,,228.0,O,,F,,0,0.0,FNBRMB,2020-03-07T18:27:48.000Z,,1498768.0
2733.0,IE_Some(11),channel_B,46.0,2018-01-10,0.0,164.160.127.8,GoConnect,-26.3811,2018-01-10T09:23:57.000Z,27.8376,,,1256.0,B,Windows_Some(10),F,ZA_GP,0,19.0,FNBRMB,2018-01-10T09:32:56.000Z,,657429.0
2500.0,Safari_Some(7),channel_B,54.0,2019-10-01,1.0,41.113.78.9,MTNBusinessSolutions,-26.3811,2019-10-01T07:25:18.000Z,27.8376,,,1375.0,O,Mac_OS_X_Some(10),A,ZA_GP,1,0.0,CapitecBank,2019-10-01T07:58:55.000Z,,14215936.0
2400.0,Edge_Some(89),channel_B,61.0,2021-08-19,0.0,196.26.10.10,InternetSolutions,-25.6356,2021-08-19T11:56:00.000Z,27.7849,,,1438.0,O,Windows_Some(10),A,ZA_NW,0,12.0,CapitecBank,2021-08-19T11:59:58.000Z,,4696589.0
44.0,Chrome_Some(77),channel_B,30.0,2021-07-01,0.0,54.154.239.4,Amazoncom,53.3382,2021-07-01T17:16:19.000Z,-6.2591,2021-05-29T19:26:26.000Z,2021-06-30T15:36:17.000Z,306.0,O,Windows_Some(10),A,outside_ZA,0,562526.0,StandardBank,2021-07-01T17:17:06.000Z,,11980431.0
3000.0,IE_Some(11),channel_B,68.0,2018-09-27,0.0,41.79.17.251,AccessGlobal,-27.6485,2018-09-27T08:02:42.000Z,27.2312,2018-02-28T09:12:21.000Z,2018-09-14T08:24:18.000Z,1151.0,B,Windows_Some(7),F,ZA_FS,0,26.0,FNBRMB,2018-09-27T08:19:11.000Z,,3194674.0
300.0,Chrome_Some(74),channel_B,68.0,2019-05-10,0.0,41.13.22.84,Vodacom,-26.3811,2019-05-10T12:34:09.000Z,27.8376,2019-02-08T12:45:24.000Z,2019-02-13T06:47:30.000Z,877.0,B,Windows_Some(10),A,ZA_GP,1,0.0,CapitecBank,2019-05-10T12:38:37.000Z,,1053897.0
100000.0,Chrome_Some(75),channel_B,47.0,2019-07-05,0.0,41.246.25.138,TelkomInternet,-29.6177,2019-07-05T11:50:01.000Z,30.3835,,,1049.0,O,Windows_Some(7),A,ZA_KZN,0,0.0,CapitecBank,2019-07-05T11:53:29.000Z,,1316742.0
1893.6,Chrome_Some(89),channel_B,0.0,2021-03-18,0.0,165.49.64.43,wirulink,-26.3811,2021-03-18T07:04:44.000Z,27.8376,2020-10-15T10:40:38.000Z,2021-03-16T08:52:56.000Z,1237.0,B,Windows_Some(10),F,ZA_GP,0,45.0,FNBRMB,2021-03-18T07:08:37.000Z,,24075447.0
770.0,Chrome_Some(84),channel_B,62.0,2020-07-27,0.0,196.11.156.217,Seacom,-29.7726,2020-07-27T14:07:42.000Z,31.0325,,,681.0,O,Windows_Some(10),A,ZA_KZN,0,73.0,NedbankLimited,2020-07-27T14:11:21.000Z,,3807354.0
1569.54,Edge_Some(17),channel_B,32.0,2019-09-10,0.0,105.12.1.216,CellC,-26.3811,2019-09-10T13:13:48.000Z,27.8376,,,252.0,O,Windows_Some(10),A,ZA_GP,0,50.0,InvestecBank,2019-09-10T13:40:12.000Z,,6608542.0
2011.15,Firefox_Some(69),channel_B,0.0,2019-10-03,0.0,102.182.195.253,airmobilecoza,-26.3811,2019-10-03T05:05:39.000Z,27.8376,2019-04-19T09:53:30.000Z,2019-08-21T10:11:01.000Z,1106.0,B,Windows_Some(8),F,ZA_GP,0,27.0,FNBRMB,2019-10-03T05:06:26.000Z,,22674459.0
405.0,Edge_Some(94),channel_B,64.0,2021-10-18,0.0,156.155.239.192,AxxessNetworks,-34.1834,2021-10-18T11:06:36.000Z,22.138,,,294.0,O,Windows_Some(10),A,ZA_WC,0,398.0,ABSABank,2021-10-18T11:16:54.000Z,,3841438.0
1800.0,Chrome_Some(88),channel_B,0.0,2021-02-18,1.0,154.127.57.195,Heficed,-26.3811,2021-02-18T05:10:07.000Z,27.8376,,,982.0,O,Windows_Some(10),F,ZA_GP,0,2043.0,FNBRMB,2021-02-18T05:28:22.000Z,,10653494.0
3300.0,Chrome_Some(94),channel_B,31.0,2021-10-03,0.0,165.16.176.15,SouthAfricanDigitalVillages,-26.3811,2021-10-03T10:21:08.000Z,27.8376,2021-05-01T19:16:20.000Z,2021-08-31T13:23:55.000Z,277.0,O,Windows_Some(10),F,ZA_GP,0,7.0,FNBRMB,2021-10-03T10:28:37.000Z,,2928303.0
4124.65,Mobile_Safari_Some(10),channel_B,74.0,2018-06-09,0.0,169.0.244.13,AFRIHOSTOTHER,-26.047,2018-06-09T15:33:59.000Z,27.9626,2017-12-02T18:37:50.000Z,2018-05-03T08:51:21.000Z,1420.0,B,iOS_Some(10),A,ZA_GP,0,31.0,NedbankLimited,2018-06-09T15:35:40.000Z,,2970850.0
5000.0,Firefox_Some(52),channel_B,64.0,2019-02-28,0.0,10.41.58.138,unknown,unknown,2019-02-28T11:26:40.000Z,unknown,,,1318.0,B,Linux_None,F,outside_ZA,0,8.0,FNBRMB,2019-02-28T11:33:58.000Z,,6621782.0
1146.0,Chrome_Some(86),channel_B,64.0,2020-10-08,0.0,102.130.21.233,InternetSA,-27.2795,2020-10-08T12:43:05.000Z,28.5017,2020-03-12T14:51:18.000Z,2020-03-12T14:51:18.000Z,1241.0,B,Windows_Some(7),A,ZA_FS,0,18.0,StandardBank,2020-10-08T12:44:41.000Z,,4446087.0
3000.0,Chrome_Some(73),channel_B,68.0,2019-04-20,0.0,105.12.3.252,CellC,-26.3811,2019-04-20T19:47:45.000Z,27.8376,2018-09-25T15:16:39.000Z,2019-04-13T13:58:14.000Z,1045.0,O,Windows_Some(10),R,ZA_GP,0,7630.0,,2019-04-20T19:53:25.000Z,,300800.0
890.0,Chrome_Some(81),channel_B,35.0,2021-04-28,0.0,41.185.94.12,ZA1Grid,-29.8556,2021-04-28T15:09:33.000Z,31.0449,,,1340.0,O,Windows_Some(10),A,ZA_KZN,0,550824.0,InvestecBank,2021-04-28T15:10:20.000Z,,5362845.0
20.0,Chrome_Some(77),channel_B,36.0,2021-06-03,0.0,52.208.230.25,Amazoncom,53.3382,2021-06-03T03:50:06.000Z,-6.2591,2020-11-12T14:47:54.000Z,2021-06-02T19:08:46.000Z,908.0,O,Windows_Some(10),F,outside_ZA,0,779370.0,FNBRMB,2021-06-03T03:51:08.000Z,,7234343.0
1800.0,Chrome_Some(71),channel_B,56.0,2019-01-05,0.0,41.246.180.19,TelkomInternet,-29.0,2019-01-05T05:57:47.000Z,24.0,2018-11-25T16:50:37.000Z,2018-11-25T16:50:37.000Z,143.0,B,Windows_Some(7),A,ZA_null,0,1.0,StandardBank,2019-01-05T06:02:23.000Z,,6175238.0
4140.0,,channel_B,68.0,2020-09-04,1.0,,,,,,,,571.0,O,,F,,0,0.0,FNBRMB,2020-09-04T10:33:31.000Z,,4386810.0
1500.0,Chrome_Some(67),channel_B,32.0,2018-07-26,0.0,41.160.177.82,LiquidIntelligentTechnologies,-26.3811,2018-07-26T07:56:10.000Z,27.8376,2018-03-14T08:28:19.000Z,2018-07-25T06:16:46.000Z,109.0,B,Windows_Some(7),A,ZA_GP,1,10.0,CapitecBank,2018-07-26T08:01:49.000Z,,9747132.0
2000.0,Chrome_Some(75),channel_B,63.0,2019-07-30,0.0,197.89.191.164,OPTINET,-25.7599,2019-07-30T20:52:26.000Z,28.2604,,,917.0,O,Windows_Some(10),A,ZA_GP,0,0.0,ABSABank,2019-07-30T21:03:17.000Z,,2452007.0
8195.09,Firefox_Some(60),channel_B,78.0,2018-06-13,0.0,105.228.151.204,TelkomInternet,-33.9672,2018-06-13T12:48:18.000Z,25.5785,2017-11-13T06:21:29.000Z,2018-06-01T07:07:35.000Z,384.0,B,Windows_Some(7),R,ZA_EC,0,340905.0,StandardBank,2018-06-13T12:54:24.000Z,,2924265.0
2970.0,Safari_Some(14),channel_B,0.0,2021-09-27,0.0,41.114.252.165,MTNBusinessSolutions,-34.0486,2021-09-27T07:24:40.000Z,18.4811,2021-03-26T11:09:20.000Z,2021-08-30T08:31:07.000Z,877.0,B,Mac_OS_X_Some(10),F,ZA_WC,0,6.0,FNBRMB,2021-09-27T07:26:37.000Z,,28959324.0
4050.35,IE_Some(11),channel_B,59.0,2019-02-11,0.0,105.184.16.38,TelkomInternet,-25.7599,2019-02-11T08:44:57.000Z,28.2604,2018-09-06T07:06:42.000Z,2018-12-15T08:48:36.000Z,35.0,B,Windows_Some(10),A,ZA_GP,0,2218.0,ABSABank,2019-02-11T08:48:35.000Z,,7099021.0
352.33,Safari_Some(12),channel_B,84.0,2018-11-28,0.0,196.41.221.242,VoxTelecom,-26.3811,2018-11-28T11:41:38.000Z,27.8376,2018-04-30T07:07:29.000Z,2018-10-27T10:18:22.000Z,1405.0,B,Mac_OS_X_Some(10),R,ZA_GP,0,11287.0,Undefined,2018-11-28T11:59:25.000Z,,1054372.0
1200.0,IE_Some(11),channel_B,67.0,2018-09-03,0.0,41.193.208.98,VoxTelecom,-29.8556,2018-09-03T06:03:02.000Z,31.0449,2018-04-10T15:15:39.000Z,2018-08-02T07:30:19.000Z,222.0,B,Windows_Some(10),A,ZA_KZN,0,64.0,ABSABank,2018-09-03T06:03:42.000Z,,709592.0
1100.0,Chrome_Some(91),channel_B,68.0,2021-06-25,0.0,102.66.177.222,HeroTel,-33.0354,2021-06-25T07:15:48.000Z,27.9159,2020-11-26T12:22:23.000Z,2021-05-27T04:41:27.000Z,341.0,B,Windows_Some(10),A,ZA_EC,0,5.0,ABSABank,2021-06-25T07:17:41.000Z,,1627079.0
25744.42,Chrome_Some(94),channel_B,0.0,2021-10-08,0.0,102.134.125.69,FixedMobileTelco,-26.3811,2021-10-08T09:49:27.000Z,27.8376,,,1220.0,O,Windows_Some(10),F,ZA_GP,0,816.0,FNBRMB,2021-10-08T09:56:20.000Z,,3056119.0
